ra;fase;turma;idade;ano_ingresso;pedra;inde;classificacao_geral;classificacao_fase;classificacao_turma;recomendacao_avaliador_1;recomendacao_avaliador_2;recomendacao_avaliador_3;recomendacao_avaliador_4;iaa;ieg;ips;recomendacao_psicologia;ida;nota_matematica;nota_portugues;nota_ingles;indicado_bolsa;atingiu_ponto_virada;ipv;ian;fase_ideal;defasagem;destaque_ieg;destaque_ida;destaque_ipv;ipp;ano;feminino;masculino;formado;instituicao_nao_informada;instituicao_privada;instituicao_publica;pedra_oe;rec_aval_1_oe;rec_aval_2_oe;rec_aval_3_oe;rec_aval_4_oe;recomendacao_psicologia_le
RA-1121;2;L;11;2023;topazio;8.049;211.0;43.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.9;6.26;Não avaliado;8.0;6.5;9.5;0.0;0;1;9.84;10.0;2;0.0;1;1;1;8.75;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-1122;2;L;11;2023;ametista;7.3715;485.0;103.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.3;6.89;Não avaliado;6.9;5.2;8.5;0.0;0;1;8.616666667;10.0;2;0.0;1;0;1;7.291666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-438;2;L;11;2022;agata;6.9883;619.0;133.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.9;7.5;6.26;Não avaliado;5.4;3.5;7.3;0.0;0;0;7.223333333;10.0;2;0.0;0;0;0;6.458333333;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-408;2;L;13;2022;ametista;7.242133333;529.0;112.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;8.5;3.77;Não avaliado;6.8;6.0;7.5;0.0;0;1;8.45;5.0;3;-1.0;1;0;1;8.333333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1123;2;L;13;2023;agata;6.9565;631.0;136.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.3;8.9;7.52;Não avaliado;5.3;3.8;6.8;0.0;0;0;7.113333333;5.0;3;-1.0;1;0;0;7.083333333;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1124;2;M;14;2023;agata;6.667866667;719.0;156.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;8.0;7.52;Não avaliado;3.0;1.0;5.0;0.0;0;0;7.786666667;5.0;4;-2.0;1;0;1;7.083333333;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-623;2;M;14;2022;ametista;7.8307;287.0;65.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.5;7.52;Não avaliado;7.3;5.8;8.8;0.0;0;0;7.446666667;5.0;4;-2.0;1;0;0;7.291666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-661;2;M;12;2022;agata;6.846333333;658.0;141.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.7;6.89;Não avaliado;6.5;4.3;8.7;0.0;0;0;7.836666667;10.0;2;0.0;1;0;1;7.5;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-626;2;M;12;2021;ametista;7.231033333;533.0;115.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;9.2;4.39;Não avaliado;6.5;4.7;8.3;0.0;0;0;7.613333333;5.0;3;-1.0;1;0;1;7.291666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-433;2;M;13;2022;agata;6.5982;740.0;162.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;7.2;7.52;Não avaliado;4.8;1.8;7.7;0.0;0;0;7.613333333;5.0;3;-1.0;0;0;1;5.833333333;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-614;2;M;13;2021;topazio;8.2282;162.0;37.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;9.1;7.52;Não avaliado;8.6;8.8;8.3;0.0;0;1;8.563333333;5.0;3;-1.0;1;1;1;8.333333333;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-434;2;M;12;2022;ametista;7.069766667;588.0;130.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.3;8.0;7.52;Não avaliado;6.6;5.2;8.0;0.0;0;0;7.613333333;5.0;3;-1.0;1;0;1;7.5;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-603;2;M;11;2022;agata;6.748833333;696.0;149.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.9;2.52;Não avaliado;7.0;5.7;8.2;0.0;0;0;7.78;10.0;2;0.0;1;0;1;7.708333333;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-436;2;M;12;2022;quartzo;5.322366667;920.0;197.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;4.7;2.52;Não avaliado;3.4;3.7;3.0;0.0;0;0;7.613333333;5.0;3;-1.0;0;0;1;6.875;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-616;2;M;13;2019;quartzo;5.612;908.0;194.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;6.6;5.02;Não avaliado;6.8;5.5;8.0;0.0;0;0;6.783333333;5.0;3;-1.0;0;0;0;5.833333333;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-437;2;M;14;2022;agata;6.947366667;633.0;138.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.4;7.52;Não avaliado;4.7;2.5;6.8;0.0;0;0;7.78;5.0;4;-2.0;1;0;1;7.291666667;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1125;2;M;11;2023;agata;6.655366667;723.0;157.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;4.7;7.9;7.52;Não avaliado;4.0;1.0;7.0;0.0;0;0;6.95;10.0;2;0.0;1;0;0;6.666666667;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-619;2;M;11;2021;ametista;7.891366667;267.0;59.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;7.1;3.77;Não avaliado;9.0;8.5;9.5;0.0;0;0;8.116666667;10.0;2;0.0;0;1;1;7.708333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-620;2;M;13;2021;ametista;7.043666667;600.0;132.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.8;8.4;7.52;Não avaliado;6.2;5.2;7.2;0.0;0;0;7.503333333;5.0;3;-1.0;1;0;1;6.875;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1126;2;M;12;2023;quartzo;4.0581666667;937.0;200.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;5.2;3.77;Não avaliado;0.0;0.0;0.0;0.0;0;0;7.06;5.0;3;-1.0;0;0;0;7.291666667;2023;1;0;0;0;0;1;0;0;0;0;0;1
RA-1127;2;N;11;2023;topazio;8.3167;135.0;30.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;9.9;5.02;Não avaliado;6.9;5.0;8.7;0.0;0;1;9.01;10.0;2;0.0;1;0;1;8.125;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1128;2;N;12;2023;agata;6.404533333;794.0;176.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;7.3;5.02;Não avaliado;3.5;3.0;4.0;0.0;0;0;7.503333333;5.0;3;-1.0;0;0;1;7.916666667;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1129;2;N;11;2023;ametista;7.309333333;504.0;107.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.2;6.27;Não avaliado;7.8;6.8;8.7;0.0;0;0;7.503333333;10.0;2;0.0;1;1;1;7.916666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1130;2;N;11;2023;topazio;8.0037;230.0;46.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;8.4;7.52;Não avaliado;7.3;6.3;8.2;0.0;0;0;7.503333333;10.0;2;0.0;1;0;1;7.708333333;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-1131;2;N;12;2023;topazio;8.316133333;136.0;31.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;9.9;5.02;Não avaliado;9.1;8.3;9.8;0.0;0;1;9.286666667;5.0;3;-1.0;1;1;1;8.75;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1132;2;N;12;2023;agata;6.829533333;663.0;142.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;6.3;6.27;Não avaliado;5.8;5.2;6.3;0.0;0;0;7.503333333;5.0;3;-1.0;0;0;1;7.916666667;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1133;2;N;10;2023;topazio;8.600033333;69.0;13.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;10.0;6.27;Não avaliado;6.5;5.0;8.0;0.0;0;1;9.343333333;10.0;2;0.0;1;0;1;8.541666667;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1134;2;N;11;2023;ametista;7.769866667;316.0;69.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;9.7;3.76;Não avaliado;6.8;5.5;8.0;0.0;0;0;7.56;10.0;2;0.0;1;0;1;7.916666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-618;2;N;14;2020;agata;6.4745;774.0;169.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.2;5.02;Não avaliado;6.2;4.5;7.8;0.0;0;0;7.95;5.0;4;-2.0;1;0;1;8.125;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-631;2;N;13;2022;quartzo;5.954666667;872.0;189.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;6.4;6.27;Não avaliado;7.0;6.0;8.0;0.0;0;0;6.78;5.0;3;-1.0;0;0;0;7.916666667;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-646;2;P;13;2019;topazio;8.3547;124.0;24.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;8.9;7.52;Não avaliado;8.4;8.2;8.5;0.0;0;1;8.783333333;5.0;3;-1.0;1;1;1;8.958333333;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-451;2;P;14;2019;topazio;8.386033333;114.0;22.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;9.5;4.39;Não avaliado;8.9;7.8;10.0;0.0;0;1;9.896666667;5.0;4;-2.0;1;1;1;9.375;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1135;2;P;11;2023;ametista;7.453833333;446.0;97.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.4;7.52;Não avaliado;7.2;4.8;9.5;0.0;0;0;7.896666667;10.0;2;0.0;1;0;1;8.125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-649;2;P;13;2019;ametista;7.579533333;408.0;89.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;9.3;3.77;Não avaliado;6.5;3.8;9.2;0.0;0;1;8.836666667;5.0;3;-1.0;1;0;1;8.75;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-651;2;P;11;2022;ametista;7.332;499.0;105.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.2;3.77;Não avaliado;9.3;9.8;8.7;0.0;0;0;7.95;10.0;2;0.0;1;1;1;8.75;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1136;2;P;13;2023;agata;6.7351;698.0;150.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.8;8.1;2.52;Não avaliado;6.6;4.8;8.3;0.0;0;0;7.723333333;5.0;3;-1.0;1;0;1;8.333333333;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-653;2;P;12;2022;ametista;7.385666667;476.0;102.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.8;6.27;Não avaliado;7.9;7.7;8.0;0.0;0;1;9.06;5.0;3;-1.0;1;1;1;9.166666667;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-456;2;P;12;2022;ametista;7.518;430.0;94.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.3;4.39;Não avaliado;9.9;9.7;10.0;0.0;0;1;9.953333333;5.0;3;-1.0;1;1;1;9.583333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-655;2;P;13;2019;topazio;8.3198;132.0;29.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.4;9.9;7.52;Não avaliado;8.3;7.2;9.3;0.0;0;1;8.896666667;5.0;3;-1.0;1;1;1;9.166666667;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-656;2;P;12;2020;agata;6.780833333;685.0;147.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.9;7.52;Não avaliado;7.3;5.8;8.8;0.0;0;0;7.173333333;5.0;3;-1.0;1;0;0;8.541666667;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-657;2;P;13;2021;topazio;8.3532;125.0;25.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;10.0;7.52;Não avaliado;8.2;7.0;9.3;0.0;0;1;8.73;5.0;3;-1.0;1;1;1;8.75;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-644;2;P;12;2021;agata;6.897033333;644.0;140.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;5.6;7.52;Não avaliado;5.9;4.0;7.7;0.0;0;0;7.503333333;5.0;3;-1.0;0;0;1;8.541666667;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-461;2;P;12;2018;ametista;7.2379;531.0;114.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.3;7.9;3.77;Não avaliado;7.4;5.7;9.0;0.0;0;1;8.616666667;5.0;3;-1.0;1;0;1;8.541666667;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-632;2;R;11;2022;ametista;7.8768;274.0;62.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;4.7;9.1;5.64;Não avaliado;7.4;6.8;8.0;0.0;0;1;8.563333333;10.0;2;0.0;1;0;1;8.333333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-633;2;R;12;2020;agata;6.6552;724.0;158.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;1.7;8.1;6.27;Não avaliado;7.2;5.3;9.0;0.0;0;0;7.286666667;5.0;3;-1.0;1;0;0;8.541666667;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-1137;2;R;10;2023;topazio;8.743366667;41.0;7.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.8;6.27;Não avaliado;6.5;6.0;7.0;0.0;0;1;9.843333333;10.0;2;0.0;1;0;1;9.375;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1138;2;R;12;2023;topazio;8.3472;128.0;27.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;9.2;6.27;Não avaliado;9.3;9.0;9.5;0.0;0;1;8.566666667;5.0;3;-1.0;1;1;1;9.166666667;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1139;2;R;11;2023;ametista;7.6647;373.0;82.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;9.1;5.64;Não avaliado;5.3;6.3;4.3;0.0;0;0;7.79;10.0;2;0.0;1;0;1;8.125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1140;2;R;11;2023;ametista;7.703533333;352.0;76.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;4.7;8.7;7.52;Não avaliado;7.3;8.5;6.0;0.0;0;0;7.62;10.0;2;0.0;1;0;1;7.708333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-445;2;R;13;2022;ametista;7.9087;263.0;57.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.8;6.89;Não avaliado;8.4;7.7;9.0;0.0;0;0;8.176666667;5.0;3;-1.0;1;1;1;8.541666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1141;2;R;12;2023;ametista;7.2757;517.0;109.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;8.8;7.52;Não avaliado;5.9;5.5;6.2;0.0;0;0;7.113333333;5.0;3;-1.0;1;0;0;7.708333333;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-639;2;R;11;2021;ametista;7.5853;404.0;88.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.4;8.1;6.27;Não avaliado;6.3;4.8;7.8;0.0;0;0;7.62;10.0;2;0.0;1;0;1;8.125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1142;2;R;11;2023;topazio;9.175033333;6.0;1.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;10.0;7.52;Não avaliado;10.0;10.0;10.0;0.0;0;0;8.343333333;10.0;2;0.0;1;1;1;8.541666667;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-642;2;R;11;2021;topazio;8.416866667;108.0;21.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.2;6.27;Não avaliado;6.5;5.7;7.2;0.0;0;1;9.173333333;10.0;2;0.0;1;0;1;8.75;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-658;2;U;10;2022;topazio;8.438533333;100.0;18.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.5;7.52;Não avaliado;6.1;5.3;6.8;0.0;0;1;9.173333333;10.0;2;0.0;1;0;1;7.916666667;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-588;2;U;10;2021;topazio;8.3527;126.0;26.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;9.6;2.52;Não avaliado;7.8;7.5;8.0;0.0;0;1;9.673333333;10.0;2;0.0;1;1;1;8.958333333;2023;1;0;0;0;1;0;3;0;0;0;0;1
RA-662;2;U;12;2022;agata;6.733566667;699.0;151.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.8;7.6;6.27;Não avaliado;6.7;4.3;9.0;0.0;0;0;6.72;5.0;3;-1.0;1;0;0;7.291666667;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-403;2;U;13;2020;ametista;7.716366667;347.0;74.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;8.8;6.27;Não avaliado;7.8;6.8;8.8;0.0;0;1;8.45;5.0;3;-1.0;1;1;1;7.291666667;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-591;2;U;12;2021;ametista;7.1472;562.0;122.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;8.5;6.27;Não avaliado;6.9;6.2;7.5;0.0;0;0;7.333333333;5.0;3;-1.0;1;0;0;5.833333333;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-592;2;U;11;2020;ametista;7.935466667;255.0;53.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.2;9.2;3.77;Não avaliado;7.6;5.5;9.7;0.0;0;1;8.95;10.0;2;0.0;1;1;1;7.916666667;2023;1;0;0;0;1;0;2;0;0;0;0;1
RA-602;2;U;12;2019;topazio;8.5592;73.0;14.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.6;7.52;Não avaliado;8.1;7.3;8.8;0.0;0;1;9.51;5.0;3;-1.0;1;1;1;8.75;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-666;2;U;11;2022;topazio;8.720366667;42.0;8.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.1;7.52;Não avaliado;7.1;6.7;7.5;0.0;0;1;9.62;10.0;2;0.0;1;0;1;8.541666667;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-667;2;U;12;2021;agata;6.774866667;690.0;148.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;6.9;6.89;Não avaliado;5.2;3.0;7.3;0.0;0;0;7.836666667;5.0;3;-1.0;0;0;1;7.083333333;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-422;2;U;13;2022;quartzo;5.57;910.0;195.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.8;7.52;Não avaliado;4.4;3.0;5.7;0.0;0;0;6.106666667;5.0;3;-1.0;1;0;0;6.666666667;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-595;2;U;13;2018;quartzo;5.078666667;927.0;198.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.0;7.52;Não avaliado;3.3;3.2;3.3;0.0;0;0;5.55;5.0;3;-1.0;0;0;0;6.666666667;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-423;2;U;13;2022;agata;6.607533333;737.0;160.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.7;6.89;Não avaliado;3.4;2.3;4.5;0.0;0;0;7.45;5.0;3;-1.0;1;0;0;7.083333333;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-669;2;U;11;2022;ametista;7.345033333;491.0;104.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;7.8;7.52;Não avaliado;5.0;3.3;6.7;0.0;0;0;7.06;10.0;2;0.0;1;0;0;7.708333333;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-670;2;U;11;2022;topazio;8.6067;67.0;12.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;8.7;7.52;Não avaliado;7.0;5.8;8.2;0.0;0;1;9.343333333;10.0;2;0.0;1;0;1;8.958333333;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-609;2;U;12;2019;agata;6.463033333;779.0;173.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;6.4;7.52;Não avaliado;5.3;3.2;7.3;0.0;0;0;6.216666667;5.0;3;-1.0;0;0;0;6.875;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-326;3;A;13;2022;topazio;8.65075;59.0;1.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;9.4;3.14;Não avaliado;8.2;8.3;7.5;8.8;0;1;9.76;10.0;3;0.0;1;1;1;9.0625;2023;1;0;0;0;1;0;3;0;0;0;0;1
RA-179;3;A;12;2022;topazio;8.437641667;101.0;2.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.4;7.52;Não avaliado;6.4;8.7;6.3;4.3;0;1;8.9225;10.0;3;0.0;1;0;1;8.59375;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-1143;3;A;15;2023;agata;6.445933333;785.0;96.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;7.0;6.26;Não avaliado;5.3;6.0;6.3;3.5;0;0;6.2075;5.0;5;-2.0;0;0;0;7.5;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-330;3;A;15;2018;agata;6.084875;848.0;110.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;7.2;6.89;Não avaliado;3.3;3.8;3.8;2.3;0;0;5.8275;5.0;5;-2.0;0;0;0;6.71875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-332;3;A;14;2017;topazio;8.002591667;232.0;14.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.4;8.76;Não avaliado;6.8;6.3;7.7;6.5;0;1;9.175;5.0;4;-1.0;1;0;1;8.28125;2023;0;1;0;0;1;0;3;0;0;0;0;1
RA-199;3;A;14;2022;ametista;7.892341667;266.0;16.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;7.6;7.51;Não avaliado;8.5;8.2;8.2;9.2;0;1;8.505;5.0;4;-1.0;1;1;1;7.96875;2023;0;1;0;0;1;0;2;0;0;0;0;1
RA-1144;3;B;13;2023;ametista;7.410625;463.0;43.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.4;5.02;Não avaliado;8.0;7.0;8.2;8.8;0;0;8.0025;10.0;3;0.0;1;1;1;8.28125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-352;3;B;12;2019;ametista;7.840341667;283.0;19.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.1;6.26;Não avaliado;7.2;8.2;6.0;7.5;0;0;7.17;10.0;3;0.0;1;0;0;7.96875;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1145;3;B;11;2023;ametista;7.484375;436.0;40.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.5;4.39;Não avaliado;7.8;7.7;7.7;8.0;0;1;8.63;10.0;2;1.0;1;1;1;8.59375;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1146;3;B;14;2023;agata;6.689583333;713.0;85.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.8;6.26;Não avaliado;3.7;5.0;3.3;2.7;0;0;6.965;5.0;4;-1.0;1;0;0;7.1875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-331;3;B;13;2019;ametista;7.039791667;601.0;67.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.6;2.52;Não avaliado;5.2;5.7;4.8;5.2;0;0;6.7975;10.0;3;0.0;1;0;0;7.03125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-227;3;B;13;2022;ametista;7.722125;343.0;29.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;7.5;5.63;Não avaliado;6.9;7.2;6.5;7.0;0;0;7.4625;10.0;3;0.0;0;0;0;8.28125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-247;3;B;13;2021;ametista;7.221958333;535.0;57.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.5;7.52;Não avaliado;7.2;6.5;6.7;8.3;0;0;7.5425;10.0;3;0.0;1;0;1;8.28125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-343;3;B;15;2020;agata;6.779591667;689.0;83.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;7.2;6.26;Não avaliado;5.7;4.5;6.7;6.0;0;0;6.9225;5.0;5;-2.0;0;0;0;7.65625;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1147;3;B;14;2023;ametista;7.072983333;586.0;65.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;8.3;6.26;Não avaliado;6.7;5.0;7.5;7.5;0;0;7.0075;5.0;4;-1.0;1;0;0;7.1875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-345;3;B;14;2021;agata;6.534766667;758.0;91.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;6.8;6.26;Não avaliado;4.6;5.7;5.7;2.5;0;0;7.1725;5.0;4;-1.0;0;0;0;8.125;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-336;3;B;14;2016;quartzo;5.887708333;883.0;119.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.5;6.89;Não avaliado;5.1;6.7;5.2;3.3;0;0;7.255;5.0;4;-1.0;0;0;0;7.34375;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-346;3;B;11;2022;ametista;7.305541667;507.0;54.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.4;8.14;Não avaliado;6.2;6.7;5.5;6.5;0;0;7.84;10.0;2;1.0;1;0;1;7.96875;2023;0;1;0;0;0;1;2;0;0;0;0;1
